feature1,feature2,redundant_feature_1,redundant_feature_2,redundant_feature_3,redundant_feature_4,redundant_feature_5,label
0.0565513677268086,0.0848719951589216,0.5376673421930379,0.7183355210352097,0.8520502254424916,0.4816648274791691,0.4948476621546042,0
0.3081364575891442,0.6059441656784624,0.5584253216284366,0.3968993133072793,0.62311407280418,0.752020936150647,0.3934348563026218,0
0.4306696402912686,0.3935318202053713,0.5801450686588903,0.5455663996224606,0.48488779664491183,0.5069886914209505,0.4804113062563032,0
0.5441770474293208,0.4448541887258536,0.5867285127325195,0.3861776270651902,0.40590425818726644,0.4746780930967617,0.5557184931578112,0
0.4648938620973121,0.3184651278536774,0.649693243091467,0.3440419740641866,0.5350109097925919,0.7047929845770823,0.48057162704898737,0
0.5605103610264989,0.236123407115062,0.3580597297401356,0.4508930616854792,0.30900169153960155,0.43369485817115705,0.4858301415200967,0
0.5102238458372012,0.998683568192552,0.6368859088833925,0.4245853485525423,0.6682049403941759,0.6694542317196507,0.5080116831418134,1
0.7967599214216395,0.7344016918939777,0.7843852935963797,0.46405851517521723,0.6783600022335302,0.5057974997607093,0.7782336697414138,1
0.3537869778416035,0.9809765730721266,0.45586664036943053,0.5884697342635664,0.6131570657083538,0.36170713661151066,0.5126160299771619,1
0.7151508982374535,0.4614066977419776,0.5541735237973917,0.45143451510198207,0.42153893997799746,0.3349467617414956,0.5031072432875321,1
0.5008410626306549,0.8315244897918123,0.4629529894844561,0.4097488835541478,0.5818759012045085,0.733949189963878,0.44815193856236674,1
0.4610121648816376,0.5677050704202443,0.359465662428444,0.4531757566593688,0.3492607503042687,0.23953311888326873,0.6967438031969998,1
0.2218110109910108,0.324667243768898,0.7350988941092556,0.7967585036221321,0.7075311247102716,0.3887565405726303,0.5426112722757515,0
0.2681375128998163,0.9113778358680468,0.4252878425233076,0.6803877934935756,0.6479660509699533,0.4643295640229601,0.4521641554842574,1
0.5042488169833176,0.5177477561485521,0.6267334144417495,0.4317828760653554,0.29269869176465513,0.6100243864058388,0.4033141147414619,1
0.2078184745379272,0.5118916583552825,0.4770008079833588,0.3336423674657186,0.661887976209898,0.6203946898918294,0.6280652511380796,0
0.8203999947120169,0.7259492874772981,0.3684816866510521,0.8791731952848837,0.5072628870733552,0.43758106368632044,0.5192142446573628,1
0.0587588963986557,0.6529099274345497,0.3611481629697963,0.5633800535758869,0.5620919891324431,0.6504342021397096,0.35569495907726734,0
0.1062659826455248,0.52236266535893,0.2275239608615174,0.5579371475901959,0.6868106410757291,0.48336351309581077,0.33583712141114164,0
0.8805817593662799,0.422917648389696,0.41992355694303124,0.6575995182504362,0.7403452291189111,0.7174593340425843,0.24860939134193782,1
0.1718809921257323,0.6727654414135418,0.8727514974219397,0.4020045505214249,0.46525758504314446,0.5294285500181956,0.4591891837269704,0
