feature1,feature2,label
0.05655136772680869,0.08487199515892163,0
0.3081364575891442,0.6059441656784624,1
0.43066964029126864,0.39353182020537136,0
0.5441770474293208,0.4448541887258536,0
0.4648938620973121,0.3184651278536774,0
0.5605103610264989,0.23612340711506208,0
0.5102238458372012,0.998683568192552,1
0.7967599214216395,0.7344016918939777,1
0.3537869778416035,0.9809765730721266,1
0.7151508982374535,0.4614066977419776,0
0.5008410626306549,0.8315244897918123,1
0.46101216488163765,0.5677050704202443,1
0.22181101099101086,0.324667243768898,0
0.26813751289981635,0.9113778358680468,1
0.5042488169833176,0.5177477561485521,0
0.20781847453792723,0.5118916583552825,0
0.8203999947120169,0.7259492874772981,1
0.058758896398655724,0.6529099274345497,0
0.10626598264552489,0.52236266535893,0
0.8805817593662799,0.42291764838969603,0
0.17188099212573238,0.6727654414135418,1
0.7294235074418041,0.02114486972315066,0
0.1837388092509762,0.6914954260135907,1
0.15142010875655154,0.03626899424341401,0
0.11311490301807692,0.33721377319664525,0
0.7399466637207005,0.9020201583500368,1
0.4727795120983127,0.22552757034788762,0
0.44782186141915115,0.8747630413479673,1
0.5148026967641771,0.14382946397694396,0
0.4197555456557469,0.018033219124926614,0
0.03355624624864695,0.16116501518123416,0
0.9834660940475277,0.9341303186968067,1
0.25078076184115716,0.591237345547998,0
0.256609288488035,0.42301692276252156,0
0.4087264177220743,0.111174967229976,0
0.1817600783004253,0.23152542937714082,0
0.309726070877413,0.6417587576806747,1
0.7289310455775243,0.433733868789665,0
0.41801638848245637,0.5250645323197618,0
0.3661839665433979,0.5192096900989855,0
0.9835210735533187,0.3722267099341341,0
0.3059223607062649,0.8406116871188408,1
0.41067437557350694,0.48586294400200114,0
0.2843593509803859,0.37290210504696797,0
0.19235912796682386,0.5715527413293309,0
0.3950425601578629,0.12172948013366958,0
0.6409915938310651,0.9596685633958122,1
0.7772119346497987,0.7235182799831297,1
0.7987220836796798,0.26894249382765256,0
0.8043499769193377,0.9320538602182384,1
0.48878947344836343,0.2594053413611732,0
0.5859005803451007,0.81785325389915,1
0.14650104795623142,0.4167680434748887,0
0.9886370287076425,0.6480820777831361,1
0.6707323259499417,0.681099007497837,1
0.5408932491145007,0.9499387217228025,1
0.7153648176354613,0.2572605175492607,0
0.40416338946274066,0.9951330375563592,1
0.4411832594787216,0.029384909642724777,0
0.510171503227743,0.4824583252813677,0
0.7053925368780529,0.47249917954286,0
0.6584850257740427,0.7616088749444486,1
0.40272388470389164,0.6669718800675543,1
0.4645488077668345,0.7115764834486933,1
0.017137396357369994,0.9432295651475131,1
0.884679727052069,0.10045738063740839,0
0.7442456925018666,0.5862274436669251,1
0.6123237064383619,0.43439798416239184,0
0.20499749461103856,0.9667807874095398,1
0.8371914973042014,0.6584020634401193,1
0.33489063724358137,0.26694526432098364,0
0.7539597403081971,0.17369963794666654,0
0.6749931843961182,0.7874222906934997,1
0.3816634192488769,0.46465669330714277,0
0.9669137597219639,0.36645968283725705,0
0.8704937076301693,0.3084304444363558,0
0.9147031255268172,0.07671401096867558,0
0.795840980948305,0.6534094411341129,1
0.6333144024805164,0.3911258101179621,0
0.6288401714648099,0.3080792802644603,0
0.27748653338305496,0.9577546426051324,1
0.36460337947097876,0.318391512007135,0
0.44200897119496496,0.29198716179327344,0
0.6396202237598902,0.9296422099548148,1
0.18954620325809202,0.6784706551299812,1
0.23317208341237605,0.8085363697305306,1
0.34225324750501185,0.8785813131933597,1
0.9487821111119297,0.7425599053459221,1
0.7535343167895415,0.9790691861239429,1
0.3674342729790927,0.39517778518795865,0
0.4766340113259664,0.8935650655889159,1
0.028029524566749897,0.3507800040176928,0
0.7615609366577561,0.436427898767486,0
0.3899111117508093,0.284653324402105,0
0.9261775351945414,0.0950454098784631,0
0.42039755255290867,0.25017622924701477,0
0.6106047559295025,0.3364580865211495,0
0.14404238892699173,0.850823604040306,1
0.5229900894820038,0.8453739890189084,1
0.3945736007970223,0.9973512295942069,1
