feature1,feature2,redundant_feature_1,redundant_feature_2,redundant_feature_3,redundant_feature_4,redundant_feature_5,label
0.0565513677268086,0.0848719951589216,0.3104550378396549,0.5403371334112628,0.3708801036007152,0.3143475092855132,0.37416144670881396,0
0.3081364575891442,0.6059441656784624,0.6398138144085426,0.4026372852355195,0.4559544397451972,0.3969339054961355,0.5874174131787586,0
0.4306696402912686,0.3935318202053713,0.24118282445197198,0.4580733596640452,0.33764312602590874,0.37920368540404154,0.6947088993303258,0
0.5441770474293208,0.4448541887258536,0.43707425235932107,0.18987783516039497,0.36929149159258867,0.6620146208139955,0.2941796429353813,0
0.4648938620973121,0.3184651278536774,0.35178486974611306,0.5509160859238151,0.6989796926027606,0.20064533042719015,0.743185308212456,0
0.5605103610264989,0.236123407115062,0.48567312614448793,0.4014364052434712,0.12238899559030819,0.1088641812929046,0.154799313870414,0
0.5102238458372012,0.998683568192552,0.6810779141425877,0.3493765494870136,0.512116412072697,0.5700957352422443,0.4393795248208061,1
0.7967599214216395,0.7344016918939777,0.48540919060069787,0.5420238688225172,0.6475127211970316,0.42447104755866855,0.7326631151962018,1
0.3537869778416035,0.9809765730721266,0.4669413872732072,0.6306743030318258,0.3372357345672978,0.5918099450728016,0.5002994325995762,1
0.7151508982374535,0.4614066977419776,0.4822402675514958,0.5576962632157136,0.8807091517671548,0.7442530304681597,0.9537335562942226,1
0.5008410626306549,0.8315244897918123,0.2880831351379852,0.3368692577952025,0.2680179402114599,0.7740722135767215,0.8132338505348762,1
0.4610121648816376,0.5677050704202443,0.573604494922304,0.5379860589918135,0.6509449662171942,0.34141163462305407,0.3980879142540868,1
0.2218110109910108,0.324667243768898,0.15718130539302166,0.547251549433968,0.6601899536940404,0.5605100125649309,0.6723191523545139,0
0.2681375128998163,0.9113778358680468,0.31506782107525055,0.33215630822348724,0.6207862469471779,0.21983666137595373,0.317887031501868,1
0.5042488169833176,0.5177477561485521,0.642781629482109,1.0,0.7261780361908785,0.08862306387792605,0.4439991300654399,0
0.2078184745379272,0.5118916583552825,0.5617588457772872,0.4608159488582253,0.561528369529341,0.6886226513596624,0.294931808937546,0
0.8203999947120169,0.7259492874772981,0.0,0.48489288619543086,0.6512396639205623,0.0,0.7128843166925806,1
0.0587588963986557,0.6529099274345497,0.31372871205951586,0.40103374723869134,0.16210480769947924,0.5094981102855048,0.7260156659894209,0
0.1062659826455248,0.52236266535893,0.4724334653706438,0.160640878064869,0.40245636848938515,0.17743950829530566,0.6966981320596225,0
0.8805817593662799,0.422917648389696,0.47917336175146685,0.3767138022497441,0.49145977930032003,0.7072951330122379,0.5512749881785051,1
0.1718809921257323,0.6727654414135418,0.5319900028195871,0.33388814250987225,0.5968874190412229,0.5141753465506339,0.40943096651591415,0
0.7294235074418041,0.0211448697231506,0.2470285370328427,0.4629490528686174,0.7352345304271217,0.755735676959631,0.5970718150091318,0
0.1837388092509762,0.6914954260135907,0.44266732049631435,0.8066564277445745,0.6324732670310089,0.876690850735946,0.5688672911863866,1
0.1514201087565515,0.036268994243414,0.8208125556195683,0.8933696364052028,0.5793357799440236,1.0,0.296010334180061,0
0.1131149030180769,0.3372137731966452,1.0,0.5615667397310458,0.5374347613789335,0.7760165873643647,0.7961244596070782,0
0.7399466637207005,0.9020201583500368,0.6053716907508587,0.28386634493717827,0.6379958408385507,0.5902379056452284,0.7414365921581137,1
0.4727795120983127,0.2255275703478876,0.5140913683434897,0.6253021547027222,0.3400353733624034,0.22368948997467625,0.4956262786215438,0
0.4478218614191511,0.8747630413479673,0.37761438339023595,0.1288259699636218,0.37069384524275634,0.4966776658617282,0.4601681982750047,1
0.5148026967641771,0.1438294639769439,0.49976750710958334,0.333792015591613,0.4021090789860021,0.48386260810398457,0.6864463068792412,0
0.4197555456557469,0.0180332191249266,0.12425576765503711,0.3936547913557707,0.7252003643420519,0.4674833022712366,0.12512600573422905,0
0.0335562462486469,0.1611650151812341,0.33996535127476957,0.7731533261271362,0.3773433294677361,0.6714231878996764,0.7103822641272477,0
0.9834660940475276,0.9341303186968068,0.4079291854249788,0.8034368135779469,0.6547352040153831,0.5166887229197793,0.6350833671142297,1
0.2507807618411571,0.591237345547998,0.566870553158972,0.5599559485150108,0.45302114447975717,0.6434271295144626,0.6391544729347082,0
0.256609288488035,0.4230169227625215,0.7648946076149957,0.32947964100463684,0.31990564750973416,0.46944040848733165,0.14225041033788036,0
0.4087264177220743,0.111174967229976,0.5116090861107618,0.6860466367579017,0.38696139924576334,0.5966593457170415,0.8789121308051422,0
0.1817600783004253,0.2315254293771408,0.2515248007807137,0.184363245582079,0.7668089211623678,0.4690718043749461,0.6999006355073621,0
0.309726070877413,0.6417587576806747,0.304389601666043,0.7807809457117041,0.45360063524110444,0.4229405040392873,0.7559970931728972,1
0.7289310455775243,0.433733868789665,0.4830480611412548,0.5793538563532478,0.37070708529382984,0.9118603364722783,1.0,0
0.4180163884824563,0.5250645323197618,0.4599097141046921,0.22021933011994,0.6080461870111836,0.15756006606619466,0.45657828098347775,0
0.3661839665433979,0.5192096900989855,0.2791994741018281,0.711716148675348,0.5129992289014688,0.45771786822048266,0.8781707986763618,0
0.9835210735533187,0.3722267099341341,0.3267407327197146,0.12153410911036903,0.8191078729620906,0.9529911181951416,0.07497659330999892,1
0.3059223607062649,0.8406116871188408,0.4602573169893017,0.24768519038386075,0.396169367710167,0.4144282820021649,0.40230507149956557,1
0.4106743755735069,0.4858629440020011,0.5467615932775163,0.48793605334182244,0.96925449466315,0.39546602631726974,0.7059717696183836,0
0.2843593509803859,0.3729021050469679,0.4940935618829256,0.5485087670690761,0.3913320777389171,0.6367259798678808,0.4081044325812964,0
0.1923591279668238,0.5715527413293309,0.14774954271039784,0.48851794243172914,0.2024690362640241,0.5067044944717957,0.9322921329376973,0
0.3950425601578629,0.1217294801336695,0.6439481883290525,0.27528265652991085,0.749262864353536,0.5774808007224292,0.5256236735213073,0
0.6409915938310651,0.9596685633958122,0.3424268360934878,0.3358682057240009,0.4784189291249328,0.5526388819442792,0.8521070318984871,1
0.7772119346497987,0.7235182799831297,0.20108487271967027,0.33076541484721894,0.4423073380910432,0.40651437378782906,0.32989106978141286,1
0.7987220836796798,0.2689424938276525,0.43148094073251947,0.5134811365413903,0.1968713165993328,0.4442258457721273,0.30578070389643874,0
0.8043499769193377,0.9320538602182384,0.4342941107197072,0.36230475486889147,0.8367337210913799,0.5419527440038092,0.4209969508048648,1
0.4887894734483634,0.2594053413611732,0.8489030162458047,0.8479569742333346,0.49151058749413107,0.49473488199189325,0.6454646481781136,0
0.5859005803451007,0.81785325389915,0.12654221049559264,0.6250755412308665,0.25518460731202913,0.30112793944728516,0.9241451783259187,1
0.1465010479562314,0.4167680434748887,0.7521473027680999,0.22553915750023443,0.4278651212297027,0.631913197814308,0.3722593608096152,0
0.9886370287076424,0.6480820777831361,0.28933540097335786,0.6149910343973992,0.5354575514873673,0.5373040776689957,0.48233695599170856,1
0.6707323259499417,0.681099007497837,0.39439041950843173,0.5352056202661506,0.417638790833576,0.42011244073589793,0.36578220911248166,1
0.5408932491145007,0.9499387217228024,0.3105110096866726,0.07824156238848244,0.44450590972677323,0.32394856959658325,0.5656553286430241,1
0.7153648176354613,0.2572605175492607,0.6711161097556646,0.0,0.8721594174852244,0.4345207236183198,0.7376323609097073,0
0.4041633894627406,0.9951330375563592,0.755485408687341,0.3420388603618135,0.13291907572879677,0.4490498108583284,0.26493525885768104,1
0.4411832594787216,0.0293849096427247,0.6008079747745707,0.451779700830824,0.47958776189692875,0.5108844663972272,0.3020637234707178,0
0.510171503227743,0.4824583252813677,0.432787122441658,0.8183782357046562,0.4602758600292932,0.44592116443829927,0.8319193077196825,0
0.7053925368780529,0.47249917954286,0.4842845114394731,0.16199239557187267,0.3512930745290405,0.41373095064453386,0.4402837436659439,1
0.6584850257740427,0.7616088749444486,0.3646390176375373,0.6722187704552297,0.3466993961733442,0.3232615938752664,0.6169780465307265,1
0.4027238847038916,0.6669718800675543,0.5160455040333713,0.7694002668814275,0.7228893491950225,0.5109830015985208,0.5512232937096343,1
0.4645488077668345,0.7115764834486933,0.5652600535842683,0.13637257361234892,0.694065108547632,0.6407356428507253,0.4475033099615939,1
0.0171373963573699,0.9432295651475132,0.07098715178201057,0.6213558444171725,0.5938139355927416,0.49611224786023495,0.24850300145729098,1
0.884679727052069,0.1004573806374083,0.03333819586373516,0.38170039502851594,0.0,0.5236929237652151,0.3419889199132975,0
0.7442456925018666,0.5862274436669251,0.9630335705935278,0.847729626000858,0.8330156737642342,0.21199290933172008,0.4599377028676851,1
0.6123237064383619,0.4343979841623918,0.6084950265705346,0.8237417013450846,0.5279214556497883,0.5476293172938675,0.6547025337967539,0
0.2049974946110385,0.9667807874095398,0.3608401261795894,0.6996538262071196,0.5425328689198373,0.4365383068011012,0.6486468009302276,1
0.8371914973042014,0.6584020634401193,0.359271552926022,0.08249508814873611,0.199908023686754,0.15646489323280943,0.3852335094517809,1
0.3348906372435813,0.2669452643209836,0.14297897989075786,0.72586279878936,0.8383271751198096,0.5321845588322044,0.10965337167048739,0
0.7539597403081971,0.1736996379466665,0.689895962054171,0.5149367958997377,0.6180049317193399,0.45391263090961215,0.7117523515787809,0
0.6749931843961182,0.7874222906934997,0.7977776784137913,0.08935858886784703,0.7536723012328791,0.39572207478992266,0.6953502061558939,1
0.3816634192488769,0.4646566933071427,0.7537647270703818,0.47201108848782536,0.7948824914780225,0.4340712898192362,0.0,0
0.966913759721964,0.366459682837257,0.594943148867407,0.8980251312389548,0.5779216362042677,0.5950734489418009,0.6090570843732628,1
0.8704937076301693,0.3084304444363558,0.7458670965920497,0.6437175880866963,0.4718684395778539,0.5137453162570288,0.7411404003507699,0
0.9147031255268172,0.0767140109686755,0.46951265482153604,0.5497688570641794,0.5184570588244181,0.6977752640032332,0.5093517697974983,0
0.795840980948305,0.6534094411341129,0.6664275171504359,0.4557842532352242,0.3237017600529862,0.4200580305550506,0.40491098307492057,1
