feature1,feature2,redundant_feature_1,redundant_feature_2,label
0.0565513677268086,0.0848719951589216,0.5277712885372118,0.475070009987586,0
0.3081364575891442,0.6059441656784624,0.46135362893031834,0.37879223272891477,0
0.4306696402912686,0.3935318202053713,0.7025235090895076,0.4684684908539032,0
0.5441770474293208,0.4448541887258536,0.48848424697878245,0.6442806298723632,0
0.4648938620973121,0.3184651278536774,0.0,0.6908167818863485,0
0.5605103610264989,0.236123407115062,0.4173056404129732,0.47980578307991945,0
0.5102238458372012,0.998683568192552,0.3528218258112985,0.4995850606754416,1
0.7967599214216395,0.7344016918939777,0.6592016000849854,0.29659176752677435,1
0.3537869778416035,0.9809765730721266,0.5784704090254346,0.5020028937659903,1
0.7151508982374535,0.4614066977419776,0.5282938670158329,0.41849960782364065,1
0.5008410626306549,0.8315244897918123,0.9334805808427683,0.3319543829857897,1
0.4610121648816376,0.5677050704202443,0.868174120301495,0.6173795497165327,1
0.2218110109910108,0.324667243768898,0.45574920764013443,0.6639652003685925,0
0.2681375128998163,0.9113778358680468,0.44780997048939375,0.7090969269328542,1
0.5042488169833176,0.5177477561485521,0.8886795934080126,0.6050431495854743,0
0.2078184745379272,0.5118916583552825,0.5129240604946561,0.5015497488882065,0
0.8203999947120169,0.7259492874772981,0.5274850390714799,0.17693057187782546,1
0.0587588963986557,0.6529099274345497,0.3690166062768762,0.5000054599205386,0
0.1062659826455248,0.52236266535893,0.6955285055234336,0.8216880397736535,0
0.8805817593662799,0.422917648389696,0.4752557446495799,0.6160526707346349,1
0.1718809921257323,0.6727654414135418,0.4453192121719232,0.6956956377815857,0
0.7294235074418041,0.0211448697231506,0.536321401633512,0.5879909749605111,0
0.1837388092509762,0.6914954260135907,0.6548124499229387,0.5104986242793259,1
0.1514201087565515,0.036268994243414,0.48190515817957036,0.7027901112622149,0
0.1131149030180769,0.3372137731966452,0.2730059420179609,0.8159464238259663,0
0.7399466637207005,0.9020201583500368,0.5089906204621234,0.6390122981766099,1
0.4727795120983127,0.2255275703478876,0.5785080117328837,0.4417894140598569,0
0.4478218614191511,0.8747630413479673,0.6248164446538564,0.4161745182372138,1
0.5148026967641771,0.1438294639769439,0.15685716102524674,0.16106507465994027,0
0.4197555456557469,0.0180332191249266,0.4805152575544627,0.2940407921472118,0
0.0335562462486469,0.1611650151812341,0.654224315132705,0.47736134874440944,0
0.9834660940475276,0.9341303186968068,0.37809946364738833,0.45934155140383615,1
0.2507807618411571,0.591237345547998,0.3503834142772109,0.6410150829032649,0
0.256609288488035,0.4230169227625215,0.6475409313643852,0.7740335353766638,0
0.4087264177220743,0.111174967229976,0.6867480397080031,0.3514345204029844,0
0.1817600783004253,0.2315254293771408,0.6454771045870938,0.3444605326466271,0
0.309726070877413,0.6417587576806747,0.3789191739505612,0.4902156137370816,1
0.7289310455775243,0.433733868789665,0.21699786780317049,0.3865814056171683,0
0.4180163884824563,0.5250645323197618,0.7114742399392548,0.33809516197264367,0
0.3661839665433979,0.5192096900989855,0.6617800653220557,0.3015770744816632,0
0.9835210735533187,0.3722267099341341,0.37228470286905135,0.6172129551932531,1
0.3059223607062649,0.8406116871188408,0.11336911412398758,0.40744884635459305,1
0.4106743755735069,0.4858629440020011,0.32857274681734305,0.3494222411665372,0
0.2843593509803859,0.3729021050469679,0.4330660705620162,0.0,0
0.1923591279668238,0.5715527413293309,0.8471295074590217,0.29989235561064387,0
0.3950425601578629,0.1217294801336695,0.3762548758364611,0.5319447097339556,0
0.6409915938310651,0.9596685633958122,0.42080350578911013,0.6419779273114443,1
0.7772119346497987,0.7235182799831297,0.5514982362321358,0.4235394568913207,1
0.7987220836796798,0.2689424938276525,0.5146261333584006,0.26970804859513914,0
0.8043499769193377,0.9320538602182384,0.27792848366493383,0.5201953720417016,1
0.4887894734483634,0.2594053413611732,0.6424261163589331,0.6352087812293211,0
0.5859005803451007,0.81785325389915,0.4263598678536686,0.7906229437171967,1
0.1465010479562314,0.4167680434748887,0.6181328996134263,0.8818082508933287,0
0.9886370287076424,0.6480820777831361,1.0,0.7254973937764851,1
0.6707323259499417,0.681099007497837,0.5997705104206574,0.2869603107160453,1
0.5408932491145007,0.9499387217228024,0.483444846982741,0.633553132662079,1
0.7153648176354613,0.2572605175492607,0.5176899418387312,0.2900574568185409,0
