feature1,feature2,redundant_feature_1,redundant_feature_2,label
0.0565513677268086,0.0848719951589216,0.36162646513024127,0.4206558197068794,0
0.3081364575891442,0.6059441656784624,0.4541788302827536,0.7077245099756511,0
0.4306696402912686,0.3935318202053713,0.277524137420976,0.5682549315095677,0
0.5441770474293208,0.4448541887258536,0.7639722107807947,0.4999472630661199,0
0.4648938620973121,0.3184651278536774,0.38432987888467685,0.5793808544323532,0
0.5605103610264989,0.236123407115062,0.2823318354483132,0.44684496808779833,0
0.5102238458372012,0.998683568192552,0.44820920322798136,0.8372159598832446,1
0.7967599214216395,0.7344016918939777,0.11861007594636648,0.7550527928201032,1
0.3537869778416035,0.9809765730721266,0.287377542159589,0.49446267101201896,1
0.7151508982374535,0.4614066977419776,0.6121494825373968,0.8466431342434311,1
0.5008410626306549,0.8315244897918123,0.42616986650629196,0.3831374498094765,1
0.4610121648816376,0.5677050704202443,0.4691852054033285,0.7087518827241339,1
0.2218110109910108,0.324667243768898,0.8429808998925327,0.6178484248082369,0
0.2681375128998163,0.9113778358680468,0.4489156630603872,0.0903934820410088,1
0.5042488169833176,0.5177477561485521,0.8106772774126013,0.4585347647521933,1
0.2078184745379272,0.5118916583552825,0.47125362417131617,0.3213279994621623,0
0.8203999947120169,0.7259492874772981,0.6040849236576933,0.5886709170119335,1
0.0587588963986557,0.6529099274345497,0.0,0.355815418638158,0
0.1062659826455248,0.52236266535893,0.4395273809753442,0.7857347032202813,0
0.8805817593662799,0.422917648389696,0.24424670022953007,0.12738841390600975,1
0.1718809921257323,0.6727654414135418,0.16674170099755106,0.5857645987824184,0
0.7294235074418041,0.0211448697231506,0.640564070299827,0.5167050552031773,0
0.1837388092509762,0.6914954260135907,0.4993880354653326,0.24385328647777776,0
0.1514201087565515,0.036268994243414,0.7984090603260284,0.7277236374721292,0
0.1131149030180769,0.3372137731966452,0.43607358517103073,0.6399132194061395,0
0.7399466637207005,0.9020201583500368,0.5449021054100283,0.3765130050031528,1
0.4727795120983127,0.2255275703478876,0.6815618192984224,0.5650531982014295,0
0.4478218614191511,0.8747630413479673,0.9251842701907935,0.44019917210275306,1
0.5148026967641771,0.1438294639769439,0.49757420216892,0.583497604424756,0
0.4197555456557469,0.0180332191249266,0.6539681104641341,0.3493451999206916,0
0.0335562462486469,0.1611650151812341,0.4909304654496458,0.6502766668827579,0
0.9834660940475276,0.9341303186968068,0.5132572476855958,0.42322264377071606,1
0.2507807618411571,0.591237345547998,0.2998800970544539,0.8165163729750059,0
0.256609288488035,0.4230169227625215,0.5582782723606367,1.0,0
0.4087264177220743,0.111174967229976,1.0,0.4563040291713687,0
0.1817600783004253,0.2315254293771408,0.6664655407601379,0.8309058523343416,0
0.309726070877413,0.6417587576806747,0.43618213664074734,0.35904141397929473,0
0.7289310455775243,0.433733868789665,0.33362398485594064,0.8270436548537037,1
0.4180163884824563,0.5250645323197618,0.3252311536484789,0.6674061329223422,0
0.3661839665433979,0.5192096900989855,0.07125644824798456,0.606930411135431,0
0.9835210735533187,0.3722267099341341,0.6037171168826193,0.44201167725156215,1
0.3059223607062649,0.8406116871188408,0.5314086042638458,0.6797454581748967,1
0.4106743755735069,0.4858629440020011,0.28274693859096384,0.358230789912555,0
0.2843593509803859,0.3729021050469679,0.4577535564402235,0.7195482234620895,0
0.1923591279668238,0.5715527413293309,0.3583076286548798,0.5198083319652482,0
0.3950425601578629,0.1217294801336695,0.29634959690433804,0.6033669997130074,0
0.6409915938310651,0.9596685633958122,0.12605259078750752,0.2979961947364502,1
0.7772119346497987,0.7235182799831297,0.6025723240263285,0.34369950626925583,1
0.7987220836796798,0.2689424938276525,0.37127066186596036,0.4887366553627888,1
0.8043499769193377,0.9320538602182384,0.7410281614802683,0.7013704205898705,1
0.4887894734483634,0.2594053413611732,0.45126055399763637,0.22844133424865945,0
0.5859005803451007,0.81785325389915,0.6348368001439271,0.8048441264662728,1
0.1465010479562314,0.4167680434748887,0.5738566078815549,0.3710721682810529,0
0.9886370287076424,0.6480820777831361,0.5242093952071185,0.4431890078299958,1
0.6707323259499417,0.681099007497837,0.6952049373892871,0.9618874026162113,1
0.5408932491145007,0.9499387217228024,0.48087546521141394,0.23818794749943184,1
0.7153648176354613,0.2572605175492607,0.27921652622190185,0.903705919825755,0
0.4041633894627406,0.9951330375563592,0.3845257730396608,0.4947739474706982,1
0.4411832594787216,0.0293849096427247,0.21042726077381757,0.4694428321224166,0
0.510171503227743,0.4824583252813677,0.7826690812246865,0.3326191717892406,0
0.7053925368780529,0.47249917954286,0.5572403532873353,0.566732984303836,1
0.6584850257740427,0.7616088749444486,0.3825955566273571,0.1903214067567311,1
0.4027238847038916,0.6669718800675543,0.380802531364351,0.2938457536783638,1
0.4645488077668345,0.7115764834486933,0.44536507347080956,0.36338677700769206,1
0.0171373963573699,0.9432295651475132,0.889702844873282,0.3525098319636311,0
0.884679727052069,0.1004573806374083,0.7077839017863261,0.9143418162285735,0
0.7442456925018666,0.5862274436669251,0.4211955181653312,0.6503720046676184,1
0.6123237064383619,0.4343979841623918,0.4994666506042218,0.0,1
0.2049974946110385,0.9667807874095398,0.40532037327383047,0.49162457427358863,1
0.8371914973042014,0.6584020634401193,0.6467751158007098,0.4354074455548379,1
0.3348906372435813,0.2669452643209836,0.8939653229181087,0.540672389893178,0
0.7539597403081971,0.1736996379466665,0.5389605485192084,0.20158366456065288,0
0.6749931843961182,0.7874222906934997,0.4972427240222886,0.48026348603956776,1
0.3816634192488769,0.4646566933071427,0.5537013751344971,0.28626011110871324,0
0.966913759721964,0.366459682837257,0.3206428124764799,0.4199088479165959,1
0.8704937076301693,0.3084304444363558,0.2017574136088833,0.1739270238943373,1
0.9147031255268172,0.0767140109686755,0.3787814474842572,0.5876989779489928,0
0.795840980948305,0.6534094411341129,0.7695925860872668,0.1627180975254992,1
0.6333144024805164,0.3911258101179621,0.5475056029102566,0.7605710004011882,1
0.6288401714648099,0.3080792802644603,0.6194816257550153,0.40458733648260253,0
0.2774865333830549,0.9577546426051324,0.44163607637938535,0.45891287189653734,1
0.3646033794709787,0.318391512007135,0.2706491425155284,0.7867635153892445,0
0.4420089711949649,0.2919871617932734,0.11600295029797875,0.28807575244558603,0
0.6396202237598902,0.9296422099548148,0.5282404754634088,0.6705466392802136,1
0.189546203258092,0.6784706551299812,0.44529676215868963,0.5847439055292591,0
0.233172083412376,0.8085363697305306,0.45417121289719786,0.41483447705556825,1
0.3422532475050118,0.8785813131933597,0.6855741544954719,0.4684777409850286,1
0.9487821111119296,0.7425599053459221,0.21720285445668674,0.46092983470195686,1
0.7535343167895415,0.9790691861239428,0.2866622924058274,0.5084993271721042,1
0.3674342729790927,0.3951777851879586,0.36381149767924525,0.6402710549579353,0
0.4766340113259664,0.8935650655889159,0.48210748300594986,0.49839773177654295,1
0.0280295245667498,0.3507800040176928,0.18945996271639468,0.5780066673346184,0
0.7615609366577561,0.436427898767486,0.10083669453227576,0.8880045360038817,1
0.3899111117508093,0.284653324402105,0.4782576140516568,0.32112301351883116,0
0.9261775351945414,0.0950454098784631,0.4974771130650667,0.40407047347503894,1
0.4203975525529086,0.2501762292470147,0.21634819648956183,0.12928062477091548,0
0.6106047559295025,0.3364580865211495,0.3629478677998781,0.3425885400066192,0
0.1440423889269917,0.850823604040306,0.2847555930976745,0.5682844013085482,0
0.5229900894820038,0.8453739890189084,0.5866208111694381,0.5136376286519347,1
0.3945736007970223,0.9973512295942067,0.6684139809784708,0.3619539779358966,1
